Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
07/02/2025 22:01,07/02/2025 22:23,XAUUSD,Sell,2.000,0.00000,0.00000,3355.13000,3356.19000,-10.0000,0.0000,-106.0,-189.72,-0.42,00:00:22:34,0.0,0s,830.0,833.33,0.0,0.0,-830.0,-1411.0,0.0,87.2,-106.00,-180.20
07/02/2025 21:59,07/02/2025 22:23,XAUUSD,Sell,2.000,0.00000,0.00000,3354.91000,3356.20000,-10.0000,0.0000,-129.0,-228.71,-0.51,00:00:24:34,0.0,0s,852.0,909.09,0.0,0.0,-852.0,-1448.3999999999999,0.0,84.9,-129.00,-219.30
07/02/2025 21:58,07/02/2025 22:23,XAUUSD,Sell,2.000,0.00000,0.00000,3353.96000,3356.20000,-10.0000,0.0000,-224.0,-389.78,-0.86,00:00:25:34,0.0,0s,947.0,1000.00,0.0,0.0,-947.0,-1609.8999999999999,0.0,76.3,-224.00,-380.80
07/02/2025 21:57,07/02/2025 22:23,XAUUSD,Sell,2.000,0.00000,0.00000,3353.06000,3356.19000,-10.0000,0.0000,-313.0,-540.68,-1.18,00:00:26:34,0.0,0s,1037.0,1111.11,0.0,0.0,-1037.0,-1762.8999999999999,0.0,69.8,-313.00,-532.10
07/02/2025 22:09,07/02/2025 22:23,XAUUSD,Sell,2.000,0.00000,0.00000,3356.80000,3356.21000,-10.0000,0.0000,59.0,90.02,0.20,00:00:14:33,6.7,58s,663.0,11.25,59.0,100.3,-663.0,-1127.1,8.2,100.0,0.00,0.00
07/02/2025 22:07,07/02/2025 22:23,XAUUSD,Sell,2.000,0.00000,0.00000,3356.65000,3356.19000,-10.0000,0.0000,46.0,67.98,0.15,00:00:16:33,5.9,58s,678.0,14.75,46.0,78.2,-678.0,-1152.6,6.4,100.0,0.00,0.00
07/02/2025 22:05,07/02/2025 22:23,XAUUSD,Sell,2.000,0.00000,0.00000,3356.30000,3356.19000,-10.0000,0.0000,11.0,8.65,0.02,00:00:18:33,5.3,58s,713.0,64.94,11.0,18.7,-713.0,-1212.1,1.5,100.0,0.00,0.00
07/02/2025 22:04,07/02/2025 22:23,XAUUSD,Sell,2.000,0.00000,0.00000,3355.79000,3356.19000,-10.0000,0.0000,-40.0,-77.82,-0.17,00:00:19:33,0.0,0s,764.0,769.23,0.0,0.0,-764.0,-1298.8,0.0,94.8,-40.00,-68.00
07/01/2025 08:23,07/01/2025 08:40,XAUUSD,Sell,2.000,0.00000,0.00000,3329.54000,3329.99000,-10.0000,0.0000,-45.0,-86.37,-0.19,00:00:17:29,,,,,,,,,,,,
07/01/2025 08:22,07/01/2025 08:40,XAUUSD,Sell,2.000,0.00000,0.00000,3328.99000,3329.99000,-10.0000,0.0000,-100.0,-179.71,-0.39,00:00:18:29,,,,,,,,,,,,
07/01/2025 08:35,07/01/2025 08:40,XAUUSD,Sell,2.000,0.00000,0.00000,3331.56000,3330.00000,-10.0000,0.0000,156.0,254.72,0.56,00:00:05:28,,,,,,,,,,,,
07/01/2025 08:34,07/01/2025 08:40,XAUUSD,Sell,2.000,0.00000,0.00000,3331.17000,3330.01000,-10.0000,0.0000,116.0,186.84,0.41,00:00:06:28,,,,,,,,,,,,
07/01/2025 08:32,07/01/2025 08:40,XAUUSD,Sell,2.000,0.00000,0.00000,3330.19000,3329.98000,-10.0000,0.0000,21.0,25.63,0.06,00:00:08:28,,,,,,,,,,,,
07/01/2025 08:28,07/01/2025 08:40,XAUUSD,Sell,2.000,0.00000,0.00000,3329.81000,3329.99000,-10.0000,0.0000,-18.0,-40.55,-0.09,00:00:12:28,,,,,,,,,,,,
07/01/2025 08:36,07/01/2025 08:40,XAUUSD,Sell,2.000,0.00000,0.00000,3331.89000,3329.91000,-10.0000,0.0000,198.0,325.98,0.72,00:00:04:27,,,,,,,,,,,,
06/30/2025 08:31,06/30/2025 08:33,XAUUSD,Sell,2.000,3287.85000,0.00000,3289.66000,3287.85000,-10.0000,0.0000,181.0,298.46,0.66,00:00:02:02,,,,,,,,,,,,
06/26/2025 10:36,06/26/2025 10:39,XAUUSD,Sell,2.000,0.00000,0.00000,3346.73000,3345.95000,-10.0000,0.0000,78.0,123.39,0.27,00:00:03:38,,,,,,,,,,,,
06/26/2025 05:54,06/26/2025 05:59,XAUUSD,Sell,2.000,3339.40000,0.00000,3341.46000,3339.48000,-10.0000,0.0000,198.0,328.77,0.74,00:00:05:24,100.0,5m,530.0,0.00,728.0,1244.8799999999999,0.0,0.0,100.0,27.2,-530.00,-906.30
06/25/2025 19:48,06/25/2025 19:53,XAUUSD,Sell,2.000,3333.84000,0.00000,3334.58000,3333.99000,-10.0000,0.0000,59.0,91.43,0.21,00:00:05:05,,,,,,,,,,,,
06/24/2025 08:43,06/24/2025 08:45,XAUUSD,Buy,2.000,0.00000,0.00000,3333.29000,3334.39000,-10.0000,0.0000,110.0,179.58,0.41,00:00:02:37,,,,,,,,,,,,
06/24/2025 08:45,06/24/2025 08:45,XAUUSD,Buy,2.000,0.00000,0.00000,3333.14000,3334.34000,-10.0000,0.0000,120.0,196.82,0.45,00:00:00:36,,,,,,,,,,,,
06/24/2025 08:14,06/24/2025 08:16,XAUUSD,Buy,2.000,3343.04000,0.00000,3341.73000,3342.93000,-10.0000,0.0000,120.0,196.81,0.45,00:00:02:04,,,,,,,,,,,,
06/24/2025 08:13,06/24/2025 08:16,XAUUSD,Buy,2.000,3343.04000,0.00000,3343.13000,3342.94000,-10.0000,0.0000,-19.0,-42.75,-0.10,00:00:03:04,,,,,,,,,,,,
06/18/2025 16:25,,,Withdrawal,0.000,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,-5000.00,0,00:00:00:00,,,,,,,,,,,,
06/12/2025 10:47,06/12/2025 10:48,XAUUSD,Buy,2.020,0.00000,0.00000,3341.75000,3344.49000,-10.1000,0.0000,274.0,470.56,0.97,00:00:01:24,,,,,,,,,,,,
06/11/2025 21:22,06/11/2025 21:25,XAUUSD,Sell,2.020,3342.20000,0.00000,3343.84000,3342.38000,-10.1000,0.0000,146.0,246.61,0.51,00:00:03:13,,,,,,,,,,,,
06/10/2025 09:38,06/10/2025 09:39,XAUUSD,Sell,2.020,0.00000,0.00000,3330.17000,3327.42000,-10.1000,0.0000,275.0,476.86,1.00,00:00:01:15,,,,,,,,,,,,
06/09/2025 18:30,06/09/2025 18:36,XAUUSD,Sell,2.020,3329.56000,0.00000,3330.60000,3329.70000,-10.1000,0.0000,90.0,149.10,0.31,00:00:06:17,14.3,53s,605.0,6.72,90.0,159.3,-605.0,-1070.85,12.9,100.0,0.00,0.00
06/09/2025 18:28,06/09/2025 18:36,XAUUSD,Sell,2.020,3329.56000,0.00000,3330.18000,3329.70000,-10.1000,0.0000,48.0,74.81,0.16,00:00:08:17,11.2,55s,647.0,13.50,48.0,84.96000000000001,-647.0,-1145.19,6.9,100.0,0.00,0.00
06/05/2025 12:30,06/05/2025 12:31,XAUUSD,Sell,2.020,0.00000,0.00000,3387.85000,3385.55000,-10.1000,0.0000,230.0,396.81,0.84,00:00:01:32,,,,,,,,,,,,
06/05/2025 12:29,06/05/2025 12:31,XAUUSD,Sell,2.020,0.00000,0.00000,3386.03000,3385.42000,-10.1000,0.0000,61.0,97.82,0.21,00:00:02:32,,,,,,,,,,,,
06/04/2025 04:37,06/04/2025 04:41,XAUUSD,Sell,2.020,0.00000,0.00000,3368.25000,3367.37000,-10.1000,0.0000,88.0,145.97,0.31,00:00:04:29,100.0,4m,1106.0,0.00,1194.0,2113.38,0.0,0.0,100.0,7.4,-1106.00,-1957.62
06/04/2025 04:40,06/04/2025 04:41,XAUUSD,Sell,2.020,0.00000,0.00000,3369.34000,3367.33000,-10.1000,0.0000,201.0,346.37,0.74,00:00:01:28,,,,,,,,,,,,
06/02/2025 16:55,06/02/2025 16:58,XAUUSD,Sell,2.020,3373.34000,0.00000,3374.54000,3373.51000,-10.1000,0.0000,103.0,172.06,0.37,00:00:03:08,,,,,,,,,,,,
05/29/2025 13:21,05/29/2025 13:23,XAUUSD,Sell,2.020,0.00000,0.00000,3295.79000,3295.88000,-10.1000,0.0000,-9.0,-26.21,-0.06,00:00:02:59,,,,,,,,,,,,
05/29/2025 13:23,05/29/2025 13:23,XAUUSD,Sell,2.020,0.00000,0.00000,3297.16000,3295.72000,-10.1000,0.0000,144.0,247.56,0.54,00:00:00:58,,,,,,,,,,,,
05/29/2025 13:22,05/29/2025 13:23,XAUUSD,Sell,2.020,0.00000,0.00000,3296.74000,3295.88000,-10.1000,0.0000,86.0,143.78,0.31,00:00:01:58,,,,,,,,,,,,
05/27/2025 08:08,05/27/2025 08:09,XAUUSD,Buy,2.020,0.00000,0.00000,3329.03000,3330.42000,-10.1000,0.0000,139.0,236.77,0.52,00:00:01:55,,,,,,,,,,,,
05/27/2025 08:07,05/27/2025 08:09,XAUUSD,Buy,2.020,0.00000,0.00000,3330.28000,3330.42000,-10.1000,0.0000,14.0,14.76,0.03,00:00:02:55,,,,,,,,,,,,
05/27/2025 07:53,05/27/2025 07:55,XAUUSD,Buy,2.020,3333.83000,0.00000,3332.62000,3333.75000,-10.1000,0.0000,113.0,190.47,0.42,00:00:02:06,,,,,,,,,,,,
05/22/2025 04:31,05/22/2025 04:32,XAUUSD,Sell,2.020,3338.58000,0.00000,3339.52000,3338.81000,-10.1000,0.0000,71.0,116.40,0.26,00:00:01:08,,,,,,,,,,,,
05/20/2025 12:00,05/20/2025 12:03,XAUUSD,Sell,2.020,0.00000,0.00000,3235.90000,3233.14000,-10.1000,0.0000,276.0,485.00,1.08,00:00:03:33,,,,,,,,,,,,
