Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
07/15/2025 08:16,07/15/2025 08:30,XAUUSD,Sell,1.360,0.00000,0.00000,3362.90000,3362.99000,-13.6000,0.0000,-9.0,-24.08,-0.08,00:00:14:05,93.4,13m,558.0,0.02,549.0,636.8399999999999,-9.0,-10.44,98.4,0.0,-558.00,-647.28
07/15/2025 08:25,07/15/2025 08:30,XAUUSD,Sell,1.360,0.00000,0.00000,3364.36000,3362.80000,-13.6000,0.0000,156.0,168.01,0.55,00:00:05:04,100.0,5m,539.0,0.00,695.0,806.1999999999999,0.0,0.0,100.0,22.4,-539.00,-625.24
07/15/2025 08:23,07/15/2025 08:30,XAUUSD,Sell,1.360,0.00000,0.00000,3363.42000,3362.79000,-13.6000,0.0000,63.0,59.74,0.20,00:00:07:04,100.0,7m,538.0,0.00,601.0,697.16,0.0,0.0,100.0,10.5,-538.00,-624.08
07/10/2025 08:14,07/10/2025 08:23,XAUUSD,Sell,1.360,0.00000,0.00000,3324.08000,3323.31000,-6.8000,0.0000,77.0,82.42,0.27,00:00:09:46,,,,,,,,,,,,
07/10/2025 08:22,07/10/2025 08:23,XAUUSD,Sell,1.360,0.00000,0.00000,3324.78000,3323.39000,-6.8000,0.0000,139.0,154.25,0.51,00:00:01:45,,,,,,,,,,,,
07/10/2025 08:18,07/10/2025 08:23,XAUUSD,Sell,1.360,0.00000,0.00000,3324.35000,3323.31000,-6.8000,0.0000,104.0,113.70,0.38,00:00:05:45,,,,,,,,,,,,
07/09/2025 05:51,07/09/2025 05:51,XAUUSD,Buy,1.360,0.00000,0.00000,3288.14000,3290.75000,-6.8000,0.0000,261.0,296.40,0.99,00:00:00:27,,,,,,,,,,,,
07/09/2025 05:50,07/09/2025 05:51,XAUUSD,Buy,1.360,0.00000,0.00000,3290.40000,3290.73000,-6.8000,0.0000,33.0,31.54,0.11,00:00:01:27,,,,,,,,,,,,
07/09/2025 05:49,07/09/2025 05:51,XAUUSD,Buy,1.360,0.00000,0.00000,3291.53000,3290.72000,-6.8000,0.0000,-81.0,-100.91,-0.34,00:00:02:27,,,,,,,,,,,,
07/04/2025 12:49,,,Withdrawal,0.000,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,-4400.00,0,00:00:00:00,,,,,,,,,,,,
07/03/2025 16:34,,,Withdrawal,0.000,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,-10000.00,0,00:00:00:00,,,,,,,,,,,,
07/02/2025 22:02,07/02/2025 22:23,XAUUSD,Sell,2.000,0.00000,0.00000,3355.38000,3356.19000,-10.0000,0.0000,-81.0,-147.33,-0.33,00:00:21:34,0.0,0s,805.0,833.33,0.0,0.0,-805.0,-1368.5,0.0,89.9,-81.00,-137.70
